company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Junglee Games,https://www.jungleegames.com/careers/,https://www.jungleegames.com/,Online Gaming,gaming,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Game Developer; Data Scientist; SDET,Java; Unity; Python; AWS; Go,Java; Unity; Python; AWS; Go,timeout,2026-07-22,,,,,,,,,,,,,True
Juniper Networks,https://careers.juniper.net,https://www.juniper.net/,Networking,product,IN,Karnataka,Bengaluru,enterprise,Unknown,workday,hpe,0.95,page_body,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Jupiter,https://jupiter.money/careers,https://www.jupiter.money/,FinTech,fintech,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,working,2026-07-22,,,,,,,,,,,,,True
Juspay,https://juspay.io/careers,https://www.juspay.io/,FinTech,fintech,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,working,2026-07-22,,,,,,,,,,,,,True
Justdial,https://www.justdial.com/Careers,https://www.justdial.com/,Local Search & Commerce,consumer,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,homepage_only,2026-07-22,,,,,,,,,,,,,True
Kalam Labs,https://www.kalamlabs.in/,https://www.kalamlabs.in/,EdTech gaming,startup,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Kaleidofin,https://kaleidofin.com/careers,https://www.kaleidofin.com/,Inclusive fintech,startup,IN,Tamil Nadu,Chennai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Kaleyra,https://www.kaleyra.com/careers/,https://www.kaleyra.com/,CPaaS (messaging),saas,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,redirect,2026-07-22,,,,,,,,,,,,,True
Kapture CX,https://www.kapture.cx/careers/,https://www.kapture.cx/,CX automation AI,ai_genai,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Karbon Card,https://karboncard.com/careers,https://www.karboncard.com/,Corporate cards,startup,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,unreachable,2026-07-22,,,,,,,,,,,,,True
KareXpert Technologies,https://www.karexpert.com/careers/,https://www.karexpert.com/,Healthtech / Digital Hospital,healthtech,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,homepage_only,2026-07-22,,,,,,,,,,,,,True
Karkinos Healthcare,https://www.karkinos.in/careers/,https://www.karkinos.in/,Healthtech / Oncology,healthtech,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Karya,https://www.karya.in/,https://www.karya.in/,AI data / language,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,greenhouse,karya,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,working,2026-07-22,,,,,,,,,,,,,True
Karza Technologies,https://www.karza.in/careers,https://www.karza.in/,RegTech / Data,fintech,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,timeout,2026-07-22,,,,,,,,,,,,,True
Kaynes Technology,https://kaynestechnology.net/careers/,https://www.kaynestechnology.net/,Electronics Manufacturing,manufacturing,IN,Karnataka,Mysuru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,timeout,2026-07-22,,,,,,,,,,,,,True
Kearney,https://www.kearney.com/careers,https://www.kearney.com/,Consulting & Professional Services,consulting,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
KEC International,https://www.kecrpg.com/careers,https://www.kecrpg.com/,Power Transmission EPC,energy,IN,Maharashtra,Mumbai,enterprise,Unknown,successfactors,career8,0.95,page_body,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SCADA; Cloud,Python; SQL; SCADA; Cloud,redirect,2026-07-22,,,,,,,,,,,,,True
Keka HR,https://www.keka.com/careers,https://www.keka.com/,HR SaaS,hrtech,IN,Telangana,Hyderabad,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Kellton Tech,https://www.kellton.com/careers,https://www.kellton.com/,Digital Transformation Services,it_services,IN,Telangana,Hyderabad,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Kenko Health,https://www.kenkohealth.in/careers,https://www.kenkohealth.in/,Healthtech insurance,healthtech,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,unreachable,2026-07-22,,,,,,,,,,,,,True
Kerry Group,https://www.kerrygroup.com/careers,https://www.kerrygroup.com/,"Food, Agriculture & Chemicals",other,IE,Unknown,Ireland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,https://www.kerry.com/careers,https://www.kerry.com/careers,,,,True
Keysight Technologies,https://careers.keysight.com,https://www.keysight.com/,Test & Measurement,product,IN,Haryana,Gurugram,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 1,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Khatabook,https://khatabook.com/careers,https://www.khatabook.com/,SME bookkeeping,startup,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Kia,https://www.kia.com/careers,https://www.kia.com/,Automotive & Mobility,automotive,KR,Unknown,South Korea,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 2,Medium,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
Kimberly-Clark,https://www.kimberly-clark.com/careers,https://www.kimberly-clark.com/,"FMCG, Retail & Consumer",retail,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
KIMS Hospitals,https://www.kimshospitals.com/careers/,https://www.kimshospitals.com/,Hospital Chain,healthtech,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,4,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
Kioxia,https://www.kioxia.com/careers,https://www.kioxia.com/,Semiconductors & Electronics,manufacturing,JP,Unknown,Japan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 1,High,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
Kissflow,https://kissflow.com/careers,https://www.kissflow.com/,Low-code workflow,saas,IN,Tamil Nadu,Chennai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,redirect,2026-07-22,,,,,,,,,,,,,True
Kissht,https://www.kissht.com/about/careers,https://www.kissht.com/,Consumer lending,startup,IN,Maharashtra,Mumbai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
KLA,https://www.kla.com/careers,https://www.kla.com/,Semiconductor Equipment,product,IN,Tamil Nadu,Chennai,enterprise,Unknown,workday,kla,0.95,page_body,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,working,2026-07-22,,,,,,,,,,,,,True
Knight Frank,https://www.knightfrank.com/careers,https://www.knightfrank.com/,"Real Estate, Infrastructure & Services",other,GB,Unknown,UK,large,Unknown,workday,knightfrank,0.95,live_probe,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,200,,https://www.knightfrank.com/careers,https://knightfrank.wd103.myworkdayjobs.com/KF/,knightfrank,KF,True
Knowlarity,https://www.knowlarity.com/careers/,https://www.knowlarity.com/,CPaaS (cloud telephony),saas,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Kore.ai,https://kore.ai/careers/,https://www.kore.ai/,Conversational AI,ai_genai,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,redirect,2026-07-22,,,,,,,,,,,,,True
Kotak Mahindra Bank,https://www.kotak.com/careers,https://www.kotak.com/,Banking,bfsi,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,redirect,2026-07-22,,,,,,,,,,,,,True
Kotak Mahindra Life Insurance,https://www.kotaklife.com/company/careers,https://www.kotaklife.com/,Life Insurance,bfsi,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,working,2026-07-22,,,,,,,,,,,,,True
KPIT Technologies,https://www.kpit.com/careers,https://www.kpit.com/,Automotive Software,it_services,IN,Maharashtra,"Pune, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,unreachable,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
KPMG India,https://kpmg.com/in/en/careers.html,https://www.kpmg.com/,Consulting & Professional Services,consulting,IN,Karnataka,Bengaluru,enterprise,Unknown,oracle,em2,0.95,page_body,Unknown,Unknown,Possible,Unknown,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Java; Python; SQL; Cloud,Java; Python; SQL; Cloud,working,2026-07-22,Tier 2,Medium,Possible,High,YES,indian_seed+mnc_excel_2026,,,,,,,True
Kraft Heinz,https://www.kraftheinz.com/careers,https://www.kraftheinz.com/,"FMCG, Retail & Consumer",retail,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 2,High,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
KreditBee,https://www.kreditbee.in/careers,https://www.kreditbee.in/,FinTech,fintech,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,working,2026-07-22,,,,,,,,,,,,,True
KredX,https://www.kredx.com/,https://www.kredx.com/,Invoice financing,startup,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Krishify,https://www.krishify.com/,https://www.krishify.com/,AgriTech network,agritech,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Kroger India (KDAS),https://jobs.kroger.com,https://www.kroger.com/,Retail / Tech,gcc,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,redirect,2026-07-22,,,,,,,,,,,,,True
Krsnaa Diagnostics,https://www.krsnaadiagnostics.com/jobs,https://www.krsnaadiagnostics.com/,Diagnostics,healthtech,IN,Maharashtra,Pune,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,4,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Krutrim,https://www.olakrutrim.com/,https://www.olakrutrim.com/,Artificial Intelligence,analytics_ai,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,homepage_only,2026-07-22,,,,,,,,,,,,,True
Kuehne+Nagel,https://jobs.kuehne-nagel.com/,https://jobs.kuehne-nagel.com/,"Logistics, Travel & Aviation",other,CH,Unknown,Switzerland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Kuku FM,https://kukufm.com/careers,https://www.kukufm.com/,Audio Content,consumer,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Data Scientist; Android Engineer; SDET,Java; Kotlin; Python; AWS; React,Java; Kotlin; Python; AWS; React,redirect,2026-07-22,,,,,,,,,,,,,True
Kuvera,https://kuvera.in/careers,https://www.kuvera.in/,WealthTech / Mutual Funds,fintech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,working,2026-07-22,,,,,,,,,,,,,True
Kwalee India,https://www.kwalee.com/careers/,https://www.kwalee.com/,Gaming,gaming,IN,Karnataka,Bengaluru,small,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Game Developer; Data Scientist; SDET,Java; Unity; Python; AWS; Go,Java; Unity; Python; AWS; Go,working,2026-07-22,,,,,,,,,,,,,True
Kylas,https://kylas.io/careers,https://www.kylas.io/,B2B SaaS (CRM),saas,IN,Maharashtra,Pune,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,5,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,timeout,2026-07-22,,,,,,,,,,,,,True
Kyndryl India,https://www.kyndryl.com/in/en/careers,https://www.kyndryl.com/,IT Infrastructure Services,it_services,IN,Karnataka,Bengaluru,enterprise,Unknown,workday,kyndryl,0.95,page_body,Unknown,Unknown,Yes,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
L&T Finance,https://www.ltfinance.com/careers,https://www.ltfinance.com/,NBFC,bfsi,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,working,2026-07-22,,,,,,,,,,,,,True
L'Oréal,https://careers.loreal.com/,https://careers.loreal.com/,"FMCG, Retail & Consumer",retail,FR,Unknown,France,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
L.E.K. Consulting,https://www.lekconsulting.com/careers,https://www.lekconsulting.com/,Consulting & Professional Services,consulting,GB,Unknown,UK,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Labcorp,https://careers.labcorp.com/,https://careers.labcorp.com/,"Healthcare, Pharma & MedTech",pharma,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 1,High,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Lam Research,https://careers.lamresearch.com,https://www.lamresearch.com/,Semiconductor Equipment,product,IN,Karnataka,Bengaluru,enterprise,Unknown,successfactors,performancemanager4,0.95,page_body,Unknown,Unknown,Yes,Yes,6,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
LambdaTest,https://www.lambdatest.com/careers,https://www.lambdatest.com/,Developer tools (test infrastructure),saas,IN,Uttar Pradesh,Noida,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,redirect,2026-07-22,,,,,,,,,,,,,True
Larsen & Toubro,https://www.larsentoubro.com/careers,https://www.larsentoubro.com/,Engineering & Construction,conglomerate,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Larsen & Toubro Construction,https://www.lntecc.com/careers,https://www.lntecc.com/,Construction,manufacturing,IN,Tamil Nadu,"Chennai, Tamil Nadu",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,4,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,working,2026-07-22,,,,,,,,,,,,,True
Larsen & Toubro Semiconductor Technologies,https://www.larsentoubro.com/corporate/careers/,https://www.ltsct.com/,Semiconductors,manufacturing,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,timeout,2026-07-22,,,,,,,,,,,,,True
LatentView Analytics,https://www.latentview.com/,https://www.latentview.com/,Analytics & AI,analytics_ai,IN,Tamil Nadu,"Chennai, Tamil Nadu",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,9,Unknown,Data Scientist; Data Analyst; Analytics Engineer; ML Engineer,Python; SQL; Spark; Power BI; scikit-learn,Python; SQL; Spark; Power BI; scikit-learn,homepage_only,2026-07-22,,,,,,,,,,,,,True
Laurus Labs,https://www.lauruslabs.com/,https://www.lauruslabs.com/,Pharma / API / CDMO,pharma,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,homepage_only,2026-07-22,,,,,,,,,,,,,True
LEAD School,https://leadschool.in/careers/,https://www.leadschool.in/,EdTech,edtech,IN,Maharashtra,Mumbai,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; Full Stack Engineer; Data Analyst; SDET,Node.js; React; Python; AWS,Node.js; React; Python; AWS,blocked,2026-07-22,,,,,,,,,,,,,True
LeadSquared,https://www.leadsquared.com/careers,https://www.leadsquared.com/,Sales CRM SaaS,saas,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,blocked,2026-07-22,,,,,,,,,,,,,True
